row_names	Blank13	S0009.0001	S0009.0002	S0009.0003	S0009.0004	S0009.0005	S0009.0006	S0009.0007	S0009.0008	S0009.0009	S0009.0010	S0009.0011	S0009.0012	S0009.0013	S0009.0014	S0009.0015	S0009.0016	S0009.0017	S0009.0018	S0009.0019	S0009.0020	S0009.0021	S0009.0022	S0009.0023	S0009.0024	S0009.0025	S0009.0026	S0009.0027	S0009.0028	S0009.0029	S0009.0030	S0009.0031	S0009.0032	S0009.0033	S0009.0034	S0009.0035	S0009.0036	S0009.0037	S0009.0038	S0009.0039	S0009.0041	S0009.0042	S0009.0043	S0009.0044	S0009.0045	S0009.0046	S0009.0047	S0009.0048	S0009.0049	S0009.0050	S0009.0051	S0009.0052	S0009.0053	S0009.0054	S0009.0055	S0009.0056	S0009.0057	S0009.0058	S0009.0059	S0009.0060	S0009.0061	S0009.0062	S0009.0063	S0009.0064	S0009.0065	S0009.0066	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Accession
ASV196	0	0	0	0	0	0	7	0	0	0	7	0	13	19	0	0	39	0	0	14	0	0	0	0	43	12	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	5	0	0	0	64	0	12	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	uncultured_bacterium	NA
ASV197	0	8	9	0	22	40	0	0	0	0	21	6	0	33	23	0	0	0	0	0	0	0	0	26	0	0	0	0	28	0	0	4	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	5	0	18	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	uncultured_Clostridiales_bacterium	uncultured_Clostridiales_bacterium	AB192275.1.1322
ASV198	0	0	0	0	5	13	15	0	0	25	0	16	13	0	0	30	0	0	17	0	0	0	24	0	34	0	0	0	20	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	11	16	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	uncultured_bacterium	FJ880243.1.1488
ASV199	0	0	21	0	0	13	25	0	0	37	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	23	0	16	0	0	0	0	0	0	0	0	0	23	0	15	0	0	0	0	0	21	0	8	0	0	0	0	24	0	0	0	0	13	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	uncultured_bacterium	FJ881097.1.1494
ASV200	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	83	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-001	uncultured_bacterium	AB626940.1.1496
ASV201	0	0	16	0	0	0	0	3	0	25	17	10	0	0	0	0	0	30	0	15	21	0	27	0	0	0	0	0	0	0	0	0	10	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	21	0	0	13	9	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	uncultured_bacterium	FJ880989.1.1484
ASV202	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ881062.1.1496
ASV203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	FJ880356.1.1493
ASV204	0	0	0	0	0	0	0	0	0	0	0	0	0	50	15	0	13	0	0	0	19	0	0	0	32	0	0	48	0	0	0	15	0	0	0	0	0	0	17	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA	NA
ASV205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	19	49	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	uncultured_bacterium	NA
ASV206	0	0	7	0	0	16	17	0	9	0	10	0	0	37	11	0	0	0	0	0	11	0	0	0	0	23	11	0	0	27	5	0	0	0	12	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	AB627550.1.1525
ASV207	0	0	18	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	12	37	30	0	26	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	9	0	33	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV208	0	31	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	28	0	34	0	33	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	uncultured_bacterium	NA
ASV209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	27	0	0	36	0	56	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	FJ880035.1.1491
ASV210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	95	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ880332.1.1506
ASV211	0	44	0	0	0	0	18	0	0	0	0	0	16	76	25	0	0	0	0	0	0	0	0	0	0	20	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-006	uncultured_bacterium	NA
ASV212	0	0	9	12	0	0	0	0	0	0	11	13	0	0	12	18	0	36	15	0	9	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	13	0	0	0	0	0	26	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	NA
ASV213	0	0	0	0	19	24	0	0	22	16	0	0	0	0	0	0	11	0	0	0	13	0	0	25	0	0	0	0	20	19	0	0	12	12	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	22	0	0	0	0	0	0	0	6	0	11	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured_bacterium	FJ880191.1.1490
ASV214	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	98	20	0	0	39	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	NA
ASV215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	FJ880311.1.1484
ASV216	28	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	70	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	unidentified	BD144111.1.1512
ASV217	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_rumen_bacterium_5C0d-12	AB034045.1.1456
ASV218	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV219	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	103	28	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]_xylanophilum_group	uncultured_bacterium	FJ878999.1.1507
ASV220	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	53	0	0	0	0	0	0	0	0	18	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV221	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV222	0	0	46	0	0	14	0	0	0	0	0	12	0	12	30	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0	8	0	0	0	28	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA	NA
ASV223	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	43	0	19	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ879605.1.1503
ASV224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	26	0	0	0	0	0	0	0	0	0	0	12	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	0	59	0	0	0	0	0	0	26	30	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	[Eubacterium]_nodatum_group	uncultured_bacterium	FJ879292.1.1476
ASV226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]_xylanophilum_group	uncultured_bacterium	FJ881300.1.1600
ASV227	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	87	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	NA
ASV228	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	45	0	0	0	25	0	0	0	23	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV229	0	0	0	0	0	0	24	0	0	0	0	0	0	0	60	22	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	NA
ASV230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	34	9	24	0	0	0	0	0	0	0	0	0	0	0	34	42	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	uncultured_bacterium	uncultured_bacterium	FJ879356.1.1459
ASV231	0	0	28	0	15	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	46	0	0	0	0	0	0	0	0	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	NA
ASV232	0	0	0	0	0	0	19	0	0	70	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV234	0	11	0	0	0	16	0	0	0	0	0	13	0	0	0	0	0	0	17	5	0	7	0	15	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-006	uncultured_bacterium	FJ879933.1.1493
ASV235	0	0	0	0	0	0	0	0	0	0	0	0	0	57	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured_bacterium	AB606381.1.1497
ASV236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA	NA
ASV237	0	0	0	0	0	0	0	0	0	24	17	0	0	0	0	21	0	34	26	0	36	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured_bacterium	FJ880925.1.1490
ASV238	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	14	7	0	0	0	0	0	6	10	0	0	0	0	0	4	5	0	0	0	0	12	0	0	0	6	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	8	0	43	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ879605.1.1503
ASV239	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	22	81	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ879605.1.1503
ASV240	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	18	0	0	0	0	0	23	0	45	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	32	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	FJ879594.1.1481
ASV241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	40	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	AB627586.1.1525
ASV242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	49	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	unidentified	BD144111.1.1512
ASV243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	NA
ASV244	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	30	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	29	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	AB627521.1.1513
ASV245	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	5	12	17	18	30	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	FJ881154.1.1494
ASV246	0	0	0	0	0	71	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	uncultured_bacterium	FJ880564.1.1491
ASV247	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	18	0	0	20	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ881254.1.1503
ASV248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA	NA
ASV249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	14	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV250	0	0	0	0	6	0	0	0	21	0	0	23	0	0	11	0	0	0	20	0	0	0	0	0	0	5	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA	NA
ASV251	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_rumen_bacterium	AB185778.1.1526
ASV252	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	0	0	0	0	0	0	18	0	15	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV253	0	0	0	21	0	0	0	0	14	0	0	0	0	19	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured_bacterium	AB606364.1.1499
ASV254	0	0	0	0	0	0	20	0	0	0	0	0	0	16	0	27	16	0	0	0	0	0	0	0	24	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	Clostridiaceae_bacterium_NML_061030	EU183300.1.1495
ASV255	0	0	0	0	0	0	0	0	12	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured_bacterium	AB606324.1.1498
ASV256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	FJ881154.1.1494
ASV257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	NA
ASV258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	AB606329.1.1496
ASV259	0	19	0	0	21	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured_bacterium	AB606301.1.1500
ASV260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	46	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	uncultured_bacterium	AB627653.1.1500
ASV261	0	0	0	16	0	0	0	0	0	0	0	0	0	7	11	30	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	FJ825462.1.1384
ASV262	0	0	0	0	0	0	0	0	0	0	0	11	0	21	11	0	35	0	0	0	0	28	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV263	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]_torques_group	uncultured_bacterium	NA
